emoticon,convert_emoji,translate_emoji,cleaned,tokenize,normalization,stemmed,stopwords_stemmed,text_string_stemmed,label
@ekowahyuis Habis pilkada terbitlah PSBB cuk. Politik kekuasaan iku,Habis pilkada terbitlah PSBB cuk. Politik kekuasaan iku,Habis pilkada terbitlah PSBB cuk. Politik kekuasaan iku,habis pilkada terbitlah psbb cuk politik kekuasaan iku,"['habis', 'pilkada', 'terbitlah', 'psbb', 'cuk', 'politik', 'kekuasaan', 'iku']","['habis', 'pilkada', 'terbitlah', 'psbb', 'cuk', 'politik', 'kekuasaan', 'iku']","['habis', 'pilkada', 'terbit', 'psbb', 'cuk', 'politik', 'kuasa', 'iku']","['habis', 'pilkada', 'terbit', 'politik', 'kuasa', 'iku']",habis pilkada terbit politik kuasa iku,netral
"cuk lah ngampet meneh muleh, psbb gak tanggung tanggung JAWA - BALI","cuk lah ngampet meneh muleh, psbb gak tanggung tanggung JAWA - BALI","cuk lah ngampet meneh muleh, psbb gak tanggung tanggung JAWA - BALI",cuk lah ngampet meneh muleh psbb gak tanggung tanggung jawa  bali,"['cuk', 'lah', 'ngampet', 'meneh', 'muleh', 'psbb', 'gak', 'tanggung', 'tanggung', 'jawa', 'bali']","['cuk', 'lah', 'ngampet', 'meneh', 'muleh', 'psbb', 'gak', 'tanggung', 'tanggung', 'jawa', 'bali']","['cuk', 'lah', 'ngampet', 'teh', 'muleh', 'psbb', 'gak', 'tanggung', 'tanggung', 'jawa', 'bal']","['ngampet', 'muleh', 'tanggung', 'tanggung', 'jawa']",ngampet muleh tanggung tanggung jawa,netral
"PSBB sampai tahun 2024,lanjut lockdown sampai 2030 👀🤒","PSBB sampai tahun 2024,lanjut lockdown sampai 2030 eyes face_with_thermometer","PSBB sampai tahun 2024,lanjut lockdown sampai 2030 eyes wajah dengan termometer",psbb sampai tahun  lanjut lockdown sampai   eyes wajah dengan termometer,"['psbb', 'sampai', 'tahun', 'lanjut', 'lockdown', 'sampai', 'eyes', 'wajah', 'dengan', 'termometer']","['psbb', 'sampai', 'tahun', 'lanjut', 'lockdown', 'sampai', 'eyes', 'wajah', 'dengan', 'termometer']","['psbb', 'sampai', 'tahun', 'lanjut', 'lockdown', 'sampai', 'eyes', 'wajah', 'dengan', 'termometer']","['lockdown', 'eyes', 'termometer']",lockdown eyes termometer,netral
"✅  KOTA TANGERANG,  https://t.co/WyGTDLIwxe — Wali Kota Tangerang, Arief R. Wismansyah menerbitkan Surat Edaran terkait Pembatasan Sosial Berskala Besar (PSBB) sebagai tindak lanjut…  https://t.co/oJlP47oMB9 #Featured #KotaTangerang #JamOperasional #mendagri Selengkapnya ⬇⬇⬇  https://t.co/qXzA16p1n6","check_mark_button KOTA TANGERANG, https //t.co/WyGTDLIwxe — Wali Kota Tangerang, Arief R. Wismansyah menerbitkan Surat Edaran terkait Pembatasan Sosial Berskala Besar (PSBB) sebagai tindak lanjut… https //t.co/oJlP47oMB9 Selengkapnya down_arrow down_arrow down_arrow https //t.co/qXzA16p1n6","check_mark_button KOTA TANGERANG, https //t.co/WyGTDLIwxe — Wali Kota Tangerang, Arief R. Wismansyah menerbitkan Surat Edaran terkait Pembatasan Sosial Berskala Besar (PSBB) sebagai tindak lanjut… https //t.co/oJlP47oMB9 Selengkapnya down_arrow down_arrow down_arrow https //t.co/qXzA16p1n6",checkmarkbutton kota tangerang   tcowygtdliwxe  wali kota tangerang arief r wismansyah menerbitkan surat edaran terkait pembatasan sosial berskala besar psbb sebagai tindak lanjut   tcoojlp omb  selengkapnya downarrow downarrow downarrow   tcoqxza p n ,"['checkmarkbutton', 'kota', 'tangerang', 'tcowygtdliwxe', 'wali', 'kota', 'tangerang', 'arief', 'r', 'wismansyah', 'menerbitkan', 'surat', 'edaran', 'terkait', 'pembatasan', 'sosial', 'berskala', 'besar', 'psbb', 'sebagai', 'tindak', 'lanjut', 'tcoojlp', 'omb', 'selengkapnya', 'downarrow', 'downarrow', 'downarrow', 'tcoqxza', 'p', 'n']","['checkmarkbutton', 'kota', 'tangerang', 'tcowygtdliwxe', 'wali', 'kota', 'tangerang', 'arief', 'r', 'wismansyah', 'menerbitkan', 'surat', 'edaran', 'terkait', 'pembatasan', 'sosial', 'berskala', 'besar', 'psbb', 'sebagai', 'tindak', 'lanjut', 'tcoojlp', 'omb', 'selengkapnya', 'downarrow', 'downarrow', 'downarrow', 'tcoqxza', 'p', 'n']","['checkmarkbutton', 'kota', 'tangerang', 'tcowygtdliwxe', 'wali', 'kota', 'tangerang', 'arief', 'r', 'wismansyah', 'terbit', 'surat', 'edar', 'kait', 'batas', 'sosial', 'skala', 'besar', 'psbb', 'bagai', 'tindak', 'lanjut', 'tcoojlp', 'omb', 'lengkap', 'downarrow', 'downarrow', 'downarrow', 'tcoqxza', 'p', 'n']","['kota', 'tangerang', 'tcowygtdliwxe', 'wali', 'kota', 'tangerang', 'arief', 'wismansyah', 'terbit', 'surat', 'edar', 'kait', 'batas', 'sosial', 'skala', 'tindak', 'tcoojlp', 'omb', 'lengkap', 'downarrow', 'downarrow', 'downarrow', 'tcoqxza']",kota tangerang tcowygtdliwxe wali kota tangerang arief wismansyah terbit surat edar kait batas sosial skala tindak tcoojlp omb lengkap downarrow downarrow downarrow tcoqxza,positif
"psbb dah mulai minggu depan, kasus makin banyak aja, degdegan takut batal akhir bulan ke bali sedih","psbb dah mulai minggu depan, kasus makin banyak aja, degdegan takut batal akhir bulan ke bali sedih","psbb dah mulai minggu depan, kasus makin banyak aja, degdegan takut batal akhir bulan ke bali sedih",psbb dah mulai minggu depan kasus makin banyak aja degdegan takut batal akhir bulan ke bali sedih,"['psbb', 'dah', 'mulai', 'minggu', 'depan', 'kasus', 'makin', 'banyak', 'aja', 'degdegan', 'takut', 'batal', 'akhir', 'bulan', 'ke', 'bali', 'sedih']","['psbb', 'dah', 'mulai', 'minggu', 'depan', 'kasus', 'makin', 'banyak', 'aja', 'degdegan', 'takut', 'batal', 'akhir', 'bulan', 'ke', 'bali', 'sedih']","['psbb', 'dah', 'mulai', 'minggu', 'depan', 'kasus', 'makin', 'banyak', 'aja', 'degdegan', 'takut', 'batal', 'akhir', 'bulan', 'ke', 'bal', 'sedih']","['degdegan', 'takut', 'batal', 'sedih']",degdegan takut batal sedih,negatif
"@JatengOpini @ganjarpranowo Lebih fokus ke kaosnya, apa karena psbb lg?","Lebih fokus ke kaosnya, apa karena psbb lg?","Lebih fokus ke kaosnya, apa karena psbb lg?",lebih fokus ke kaosnya apa karena psbb lg,"['lebih', 'fokus', 'ke', 'kaosnya', 'apa', 'karena', 'psbb', 'lg']","['lebih', 'fokus', 'ke', 'kaosnya', 'apa', 'karena', 'psbb', 'lg']","['lebih', 'fokus', 'ke', 'kaos', 'apa', 'karena', 'psbb', 'lg']","['fokus', 'kaos']",fokus kaos,netral
"Terapkan PSBB Lagi, Pengamat: Pemerintah Plin-plan  https://t.co/dITcVXclbZ  #JayaDenganSyariahKhilafah #UmmatIslamHarusBersatu #MariLawanSemuaKezaliman","Terapkan PSBB Lagi, Pengamat Pemerintah Plin-plan https //t.co/dITcVXclbZ","Terapkan PSBB Lagi, Pengamat Pemerintah Plin-plan https //t.co/dITcVXclbZ",terapkan psbb lagi pengamat pemerintah plinplan   tcoditcvxclbz,"['terapkan', 'psbb', 'lagi', 'pengamat', 'pemerintah', 'plinplan', 'tcoditcvxclbz']","['terapkan', 'psbb', 'lagi', 'pengamat', 'pemerintah', 'plinplan', 'tcoditcvxclbz']","['terap', 'psbb', 'lagi', 'amat', 'perintah', 'plinplan', 'tcoditcvxclbz']","['terap', 'perintah', 'plinplan', 'tcoditcvxclbz']",terap perintah plinplan tcoditcvxclbz,negatif
"@SiregarZayyan Coba liat warganya sendiri gimana pak? Waktu awal pak anies mau psbb ketat, tapi bapak Presiden malah mempersilahkan masuk wisman ke Indonesia dengan dalih Diskon perjalanan","Coba liat warganya sendiri gimana pak? Waktu awal pak anies mau psbb ketat, tapi bapak Presiden malah mempersilahkan masuk wisman ke Indonesia dengan dalih Diskon perjalanan","Coba liat warganya sendiri gimana pak? Waktu awal pak anies mau psbb ketat, tapi bapak Presiden malah mempersilahkan masuk wisman ke Indonesia dengan dalih Diskon perjalanan",coba liat warganya sendiri gimana pak waktu awal pak anies mau psbb ketat tapi bapak presiden malah mempersilahkan masuk wisman ke indonesia dengan dalih diskon perjalanan,"['coba', 'liat', 'warganya', 'sendiri', 'gimana', 'pak', 'waktu', 'awal', 'pak', 'anies', 'mau', 'psbb', 'ketat', 'tapi', 'bapak', 'presiden', 'malah', 'mempersilahkan', 'masuk', 'wisman', 'ke', 'indonesia', 'dengan', 'dalih', 'diskon', 'perjalanan']","['coba', 'liat', 'warganya', 'sendiri', 'gimana', 'pak', 'waktu', 'awal', 'pak', 'anies', 'mau', 'psbb', 'ketat', 'tapi', 'bapak', 'presiden', 'malah', 'mempersilahkan', 'masuk', 'wisman', 'ke', 'indonesia', 'dengan', 'dalih', 'diskon', 'perjalanan']","['coba', 'liat', 'warga', 'sendiri', 'gimana', 'pak', 'waktu', 'awal', 'pak', 'anies', 'mau', 'psbb', 'ketat', 'tapi', 'bapak', 'presiden', 'malah', 'silah', 'masuk', 'wisman', 'ke', 'indonesia', 'dengan', 'dalih', 'diskon', 'jalan']","['coba', 'liat', 'warga', 'anies', 'ketat', 'presiden', 'silah', 'wisman', 'indonesia', 'dalih', 'diskon']",coba liat warga anies ketat presiden silah wisman indonesia dalih diskon,negatif
@shifacipul Psbb,Psbb,Psbb,psbb,['psbb'],['psbb'],['psbb'],[],,netral
berarti kalau tanggal 11 psbb sekolah offline gajadi?,berarti kalau tanggal 11 psbb sekolah offline gajadi?,berarti kalau tanggal 11 psbb sekolah offline gajadi?,berarti kalau tanggal   psbb sekolah offline gajadi,"['berarti', 'kalau', 'tanggal', 'psbb', 'sekolah', 'offline', 'gajadi']","['berarti', 'kalau', 'tanggal', 'psbb', 'sekolah', 'offline', 'gajadi']","['arti', 'kalau', 'tanggal', 'psbb', 'sekolah', 'offline', 'gajadi']","['sekolah', 'offline', 'gajadi']",sekolah offline gajadi,netral
"""PSBB lagii.. terus karyawan banyak yang positif covid. Belum berani ngomong ke Jepangnya""  . Susah kali hidup di jaman dengan kondisi seperti ini, habis tabunganku lama-lama seperti ini.  Umur makin tua kondisi makin ngaco, kasian orang tua doang lama lama begini.","""PSBB lagii.. terus karyawan banyak yang positif covid. Belum berani ngomong ke Jepangnya"" . Susah kali hidup di jaman dengan kondisi seperti ini, habis tabunganku lama-lama seperti ini. Umur makin tua kondisi makin ngaco, kasian orang tua doang lama lama begini.","""PSBB lagii.. terus karyawan banyak yang positif covid. Belum berani ngomong ke Jepangnya"" . Susah kali hidup di jaman dengan kondisi seperti ini, habis tabunganku lama-lama seperti ini. Umur makin tua kondisi makin ngaco, kasian orang tua doang lama lama begini.",psbb lagii terus karyawan banyak yang positif covid belum berani ngomong ke jepangnya  susah kali hidup di jaman dengan kondisi seperti ini habis tabunganku lamalama seperti ini umur makin tua kondisi makin ngaco kasian orang tua doang lama lama begini,"['psbb', 'lagii', 'terus', 'karyawan', 'banyak', 'yang', 'positif', 'covid', 'belum', 'berani', 'ngomong', 'ke', 'jepangnya', 'susah', 'kali', 'hidup', 'di', 'jaman', 'dengan', 'kondisi', 'seperti', 'ini', 'habis', 'tabunganku', 'lamalama', 'seperti', 'ini', 'umur', 'makin', 'tua', 'kondisi', 'makin', 'ngaco', 'kasian', 'orang', 'tua', 'doang', 'lama', 'lama', 'begini']","['psbb', 'lagii', 'terus', 'karyawan', 'banyak', 'yang', 'positif', 'covid', 'belum', 'berani', 'ngomong', 'ke', 'jepangnya', 'susah', 'kali', 'hidup', 'di', 'jaman', 'dengan', 'kondisi', 'seperti', 'ini', 'habis', 'tabunganku', 'lamalama', 'seperti', 'ini', 'umur', 'makin', 'tua', 'kondisi', 'makin', 'ngaco', 'kasian', 'orang', 'tua', 'doang', 'lama', 'lama', 'begini']","['psbb', 'lagi', 'terus', 'karyawan', 'banyak', 'yang', 'positif', 'covid', 'belum', 'berani', 'ngomong', 'ke', 'jepangnya', 'susah', 'kali', 'hidup', 'di', 'jaman', 'dengan', 'kondisi', 'seperti', 'ini', 'habis', 'tabung', 'lamalama', 'seperti', 'ini', 'umur', 'makin', 'tua', 'kondisi', 'makin', 'ngaco', 'kasi', 'orang', 'tua', 'doang', 'lama', 'lama', 'begini']","['karyawan', 'positif', 'covid', 'berani', 'ngomong', 'jepangnya', 'susah', 'jaman', 'habis', 'tabung', 'lamalama', 'umur', 'tua', 'ngaco', 'kasi', 'tua', 'doang']",karyawan positif covid berani ngomong jepangnya susah jaman habis tabung lamalama umur tua ngaco kasi tua doang,negatif
@haristati Tadinya dia mau pulang dok .. tp kena psbb dan wajib pcr.,Tadinya dia mau pulang dok .. tp kena psbb dan wajib pcr.,Tadinya dia mau pulang dok .. tp kena psbb dan wajib pcr.,tadinya dia mau pulang dok  tp kena psbb dan wajib pcr,"['tadinya', 'dia', 'mau', 'pulang', 'dok', 'tp', 'kena', 'psbb', 'dan', 'wajib', 'pcr']","['tadinya', 'dia', 'mau', 'pulang', 'dok', 'tp', 'kena', 'psbb', 'dan', 'wajib', 'pcr']","['tadi', 'dia', 'mau', 'pulang', 'dok', 'tp', 'kena', 'psbb', 'dan', 'wajib', 'pcr']","['pulang', 'dok', 'wajib', 'pcr']",pulang dok wajib pcr,netral
Berikut daerah yang harus menjalankan pembatasan kegiatan masyarakat / PSBB Jawa Bali:   https://t.co/7345ZJ2GBh @KontanNews,Berikut daerah yang harus menjalankan pembatasan kegiatan masyarakat / PSBB Jawa Bali https //t.co/7345ZJ2GBh,Berikut daerah yang harus menjalankan pembatasan kegiatan masyarakat / PSBB Jawa Bali https //t.co/7345ZJ2GBh,berikut daerah yang harus menjalankan pembatasan kegiatan masyarakat  psbb jawa bali   tco zj gbh,"['berikut', 'daerah', 'yang', 'harus', 'menjalankan', 'pembatasan', 'kegiatan', 'masyarakat', 'psbb', 'jawa', 'bali', 'tco', 'zj', 'gbh']","['berikut', 'daerah', 'yang', 'harus', 'menjalankan', 'pembatasan', 'kegiatan', 'masyarakat', 'psbb', 'jawa', 'bali', 'tco', 'zj', 'gbh']","['ikut', 'daerah', 'yang', 'harus', 'jalan', 'batas', 'giat', 'masyarakat', 'psbb', 'jawa', 'bal', 'tco', 'zj', 'gbh']","['daerah', 'batas', 'giat', 'masyarakat', 'jawa', 'zj', 'gbh']",daerah batas giat masyarakat jawa zj gbh,positif
"Pengetatan Kembali PSBB, Akhir Pekan Ini Rupiah Melemah Ditutup Rp14.020 Per Dolar AS -  https://t.co/8j0jRYfB2n","Pengetatan Kembali PSBB, Akhir Pekan Ini Rupiah Melemah Ditutup Rp14.020 Per Dolar AS - https //t.co/8j0jRYfB2n","Pengetatan Kembali PSBB, Akhir Pekan Ini Rupiah Melemah Ditutup Rp14.020 Per Dolar AS - https //t.co/8j0jRYfB2n",pengetatan kembali psbb akhir pekan ini rupiah melemah ditutup rp   per dolar as    tco j jryfb n,"['pengetatan', 'kembali', 'psbb', 'akhir', 'pekan', 'ini', 'rupiah', 'melemah', 'ditutup', 'rp', 'per', 'dolar', 'as', 'tco', 'j', 'jryfb', 'n']","['pengetatan', 'kembali', 'psbb', 'akhir', 'pekan', 'ini', 'rupiah', 'melemah', 'ditutup', 'rp', 'per', 'dolar', 'as', 'tco', 'j', 'jryfb', 'n']","['ketat', 'kembali', 'psbb', 'akhir', 'pekan', 'ini', 'rupiah', 'lemah', 'tutup', 'rp', 'per', 'dolar', 'as', 'tco', 'j', 'jryfb', 'n']","['ketat', 'rupiah', 'lemah', 'tutup', 'rp', 'dolar', 'jryfb']",ketat rupiah lemah tutup rp dolar jryfb,positif
Yo Merapi Yo covid-19 Yo PSBB Yo radue duit Yo iseh merindukanmu barang (Komplit pokok e?,Yo Merapi Yo covid-19 Yo PSBB Yo radue duit Yo iseh merindukanmu barang (Komplit pokok e?,Yo Merapi Yo covid-19 Yo PSBB Yo radue duit Yo iseh merindukanmu barang (Komplit pokok e?,yo merapi yo covid  yo psbb yo radue duit yo iseh merindukanmu barang komplit pokok e,"['yo', 'merapi', 'yo', 'covid', 'yo', 'psbb', 'yo', 'radue', 'duit', 'yo', 'iseh', 'merindukanmu', 'barang', 'komplit', 'pokok', 'e']","['yo', 'merapi', 'yo', 'covid', 'yo', 'psbb', 'yo', 'radue', 'duit', 'yo', 'iseh', 'merindukanmu', 'barang', 'komplit', 'pokok', 'e']","['yo', 'rapi', 'yo', 'covid', 'yo', 'psbb', 'yo', 'radue', 'duit', 'yo', 'iseh', 'rindu', 'barang', 'komplit', 'pokok', 'e']","['rapi', 'covid', 'radue', 'duit', 'iseh', 'rindu', 'komplit', 'pokok']",rapi covid radue duit iseh rindu komplit pokok,netral
ya allah gue baru aja kerja udh psbb lagisenyum,ya allah gue baru aja kerja udh psbb lagisenyum,ya allah gue baru aja kerja udh psbb lagisenyum,ya allah gue baru aja kerja udh psbb lagisenyum,"['ya', 'allah', 'gue', 'baru', 'aja', 'kerja', 'udh', 'psbb', 'lagisenyum']","['ya', 'allah', 'saya', 'baru', 'aja', 'kerja', 'udah', 'psbb', 'lagisenyum']","['ya', 'allah', 'saya', 'baru', 'aja', 'kerja', 'udah', 'psbb', 'lagisenyum']","['allah', 'lagisenyum']",allah lagisenyum,netral
@kthsdd Iyakayaknya. Jiwa wibu gw tertidur kelamaan. Tar gw cek cek deh anime jaman sekarang apaan. Belom gabut soalnya. Di jakarta mah udah Tapi kayaknya udah tutup lagi sih psbb lagi,Iyakayaknya. Jiwa wibu gw tertidur kelamaan. Tar gw cek cek deh anime jaman sekarang apaan. Belom gabut soalnya. Di jakarta mah udah Tapi kayaknya udah tutup lagi sih psbb lagi,Iyakayaknya. Jiwa wibu gw tertidur kelamaan. Tar gw cek cek deh anime jaman sekarang apaan. Belom gabut soalnya. Di jakarta mah udah Tapi kayaknya udah tutup lagi sih psbb lagi,iyakayaknya jiwa wibu gw tertidur kelamaan tar gw cek cek deh anime jaman sekarang apaan belom gabut soalnya di jakarta mah udah tapi kayaknya udah tutup lagi sih psbb lagi,"['iyakayaknya', 'jiwa', 'wibu', 'gw', 'tertidur', 'kelamaan', 'tar', 'gw', 'cek', 'cek', 'deh', 'anime', 'jaman', 'sekarang', 'apaan', 'belom', 'gabut', 'soalnya', 'di', 'jakarta', 'mah', 'udah', 'tapi', 'kayaknya', 'udah', 'tutup', 'lagi', 'sih', 'psbb', 'lagi']","['iyakayaknya', 'jiwa', 'wibu', 'saya', 'tertidur', 'kelamaan', 'tar', 'saya', 'cek', 'cek', 'deh', 'anime', 'jaman', 'sekarang', 'apaan', 'belom', 'gabut', 'soalnya', 'di', 'jakarta', 'mah', 'udah', 'tapi', 'kayaknya', 'udah', 'tutup', 'lagi', 'sih', 'psbb', 'lagi']","['iyakayaknya', 'jiwa', 'wibu', 'saya', 'tidur', 'lama', 'tar', 'saya', 'cek', 'cek', 'deh', 'anime', 'jaman', 'sekarang', 'apa', 'bom', 'gabut', 'soal', 'di', 'jakarta', 'mah', 'udah', 'tapi', 'kayak', 'udah', 'tutup', 'lagi', 'sih', 'psbb', 'lagi']","['iyakayaknya', 'jiwa', 'wibu', 'tidur', 'cek', 'cek', 'anime', 'jaman', 'bom', 'gabut', 'jakarta', 'tutup']",iyakayaknya jiwa wibu tidur cek cek anime jaman bom gabut jakarta tutup,netral
@kanashiiotoko_ Wes gausah balik psbb,Wes gausah balik psbb,Wes gausah balik psbb,wes gausah balik psbb,"['wes', 'gausah', 'balik', 'psbb']","['wes', 'gausah', 'balik', 'psbb']","['wes', 'gausah', 'balik', 'psbb']","['wes', 'gausah']",wes gausah,positif
minggu depan udh psbb lagi wkwkwkw,minggu depan udh psbb lagi wkwkwkw,minggu depan udh psbb lagi wkwkwkw,minggu depan udh psbb lagi wkwkwkw,"['minggu', 'depan', 'udh', 'psbb', 'lagi', 'wkwkwkw']","['minggu', 'depan', 'udah', 'psbb', 'lagi', 'wkwkwkw']","['minggu', 'depan', 'udah', 'psbb', 'lagi', 'wkwkwkw']",['wkwkwkw'],wkwkwkw,positif
Mohon info dulur pendengar @e100ss selama PSBB mulai tgl 11 Januari 2021 besok untuk penumpang pesawat lokal yang turun di bandara Juanda apa wajib isolasi mandiri? Tks infonya,Mohon info dulur pendengar selama PSBB mulai tgl 11 Januari 2021 besok untuk penumpang pesawat lokal yang turun di bandara Juanda apa wajib isolasi mandiri? Tks infonya,Mohon info dulur pendengar selama PSBB mulai tgl 11 Januari 2021 besok untuk penumpang pesawat lokal yang turun di bandara Juanda apa wajib isolasi mandiri? Tks infonya,mohon info dulur pendengar selama psbb mulai tgl   januari   besok untuk penumpang pesawat lokal yang turun di bandara juanda apa wajib isolasi mandiri tks infonya,"['mohon', 'info', 'dulur', 'pendengar', 'selama', 'psbb', 'mulai', 'tgl', 'januari', 'besok', 'untuk', 'penumpang', 'pesawat', 'lokal', 'yang', 'turun', 'di', 'bandara', 'juanda', 'apa', 'wajib', 'isolasi', 'mandiri', 'tks', 'infonya']","['mohon', 'info', 'dulur', 'pendengar', 'selama', 'psbb', 'mulai', 'tanggal', 'januari', 'besok', 'untuk', 'penumpang', 'pesawat', 'lokal', 'yang', 'turun', 'di', 'bandara', 'juanda', 'apa', 'wajib', 'isolasi', 'mandiri', 'tks', 'infonya']","['mohon', 'info', 'dulur', 'dengar', 'lama', 'psbb', 'mulai', 'tanggal', 'januari', 'besok', 'untuk', 'tumpang', 'pesawat', 'lokal', 'yang', 'turun', 'di', 'bandara', 'juanda', 'apa', 'wajib', 'isolasi', 'mandiri', 'tks', 'info']","['info', 'dulur', 'dengar', 'januari', 'besok', 'tumpang', 'pesawat', 'lokal', 'turun', 'bandara', 'juanda', 'wajib', 'isolasi', 'mandiri', 'tks', 'info']",info dulur dengar januari besok tumpang pesawat lokal turun bandara juanda wajib isolasi mandiri tks info,netral
Back to the wahoo kickr........covid naik dimana2. Zona merah dan PSBB lagi.,Back to the wahoo kickr........covid naik dimana2. Zona merah dan PSBB lagi.,Back to the wahoo kickr........covid naik dimana2. Zona merah dan PSBB lagi.,back to the wahoo kickrcovid naik dimana  zona merah dan psbb lagi,"['back', 'to', 'the', 'wahoo', 'kickrcovid', 'naik', 'dimana', 'zona', 'merah', 'dan', 'psbb', 'lagi']","['back', 'to', 'the', 'wahoo', 'kickrcovid', 'naik', 'dimana', 'zona', 'merah', 'dan', 'psbb', 'lagi']","['back', 'to', 'the', 'wahoo', 'kickrcovid', 'naik', 'mana', 'zona', 'merah', 'dan', 'psbb', 'lagi']","['back', 'wahoo', 'kickrcovid', 'zona', 'merah']",back wahoo kickrcovid zona merah,negatif
"Dengan angka positif covid yang meningkat, setuju atau tidak PSBB kembali diterapkan di Makassar ??? #PagiIndah","Dengan angka positif covid yang meningkat, setuju atau tidak PSBB kembali diterapkan di Makassar ???","Dengan angka positif covid yang meningkat, setuju atau tidak PSBB kembali diterapkan di Makassar ???",dengan angka positif covid yang meningkat setuju atau tidak psbb kembali diterapkan di makassar ,"['dengan', 'angka', 'positif', 'covid', 'yang', 'meningkat', 'setuju', 'atau', 'tidak', 'psbb', 'kembali', 'diterapkan', 'di', 'makassar']","['dengan', 'angka', 'positif', 'covid', 'yang', 'meningkat', 'setuju', 'atau', 'tidak', 'psbb', 'kembali', 'diterapkan', 'di', 'makassar']","['dengan', 'angka', 'positif', 'covid', 'yang', 'tingkat', 'tuju', 'atau', 'tidak', 'psbb', 'kembali', 'terap', 'di', 'makassar']","['angka', 'positif', 'covid', 'terap', 'makassar']",angka positif covid terap makassar,netral
"Ga sengaja denger ownerku bilang ke GM via telpon ""Pak, pokoknya saya gamau ada karyawan yg di layoff gara2 PSBB ini ya, titik""  Langsung mellow🥲","Ga sengaja denger ownerku bilang ke GM via telpon ""Pak, pokoknya saya gamau ada karyawan yg di layoff gara2 PSBB ini ya, titik"" Langsung mellow smiling_face_with_tear","Ga sengaja denger ownerku bilang ke GM via telpon ""Pak, pokoknya saya gamau ada karyawan yg di layoff gara2 PSBB ini ya, titik"" Langsung mellow wajah tersenyum_with_tear",ga sengaja denger ownerku bilang ke gm via telpon pak pokoknya saya gamau ada karyawan yg di layoff gara  psbb ini ya titik langsung mellow wajah tersenyumwithtear,"['ga', 'sengaja', 'denger', 'ownerku', 'bilang', 'ke', 'gm', 'via', 'telpon', 'pak', 'pokoknya', 'saya', 'gamau', 'ada', 'karyawan', 'yg', 'di', 'layoff', 'gara', 'psbb', 'ini', 'ya', 'titik', 'langsung', 'mellow', 'wajah', 'tersenyumwithtear']","['tidak', 'sengaja', 'denger', 'ownerku', 'bilang', 'ke', 'gm', 'via', 'telpon', 'pak', 'pokoknya', 'saya', 'gamau', 'ada', 'karyawan', 'yg', 'di', 'layoff', 'gara', 'psbb', 'ini', 'ya', 'titik', 'langsung', 'mellow', 'wajah', 'tersenyumwithtear']","['tidak', 'sengaja', 'denger', 'ownerku', 'bilang', 'ke', 'gm', 'via', 'telpon', 'pak', 'pokok', 'saya', 'gamau', 'ada', 'karyawan', 'yg', 'di', 'layoff', 'gara', 'psbb', 'ini', 'ya', 'titik', 'langsung', 'mellow', 'wajah', 'tersenyumwithtear']","['sengaja', 'denger', 'ownerku', 'gm', 'via', 'telpon', 'pokok', 'gamau', 'karyawan', 'layoff', 'gara', 'titik', 'mellow', 'tersenyumwithtear']",sengaja denger ownerku gm via telpon pokok gamau karyawan layoff gara titik mellow tersenyumwithtear,netral
